LfdArtNr;artnr1;abez1;me;basis_me;anz_basis;anz_ve;ean_me;kn_ja;wgrupnr;sort1;sort2;warennr;gewicht_gr;gewicht;sb_ja;KopfLfdNr;ArtNr;ArtBez;VarTyp;VarBez;VarFarbe;kn_art
74130;6243-RET-05;Sockenwolle Manchester, Einzelfarbe;kg;10;10.00;10.00;NULL;1;13;99;"          6243-RET-05";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74131;6243-RET-06;Sockenwolle Manchester, Einzelfarbe;kg;10;10.00;10.00;NULL;1;13;99;"          6243-RET-06";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74138;6244-RET-0;Sockenwolle Liverpool, Einzelfarbe;kg;10;10.00;10.00;NULL;1;13;99;"           6244-RET-0";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74139;6244-RET-01;Sockenwolle Liverpool, Einzelfarbe;kg;10;10.00;10.00;NULL;1;13;99;"          6244-RET-01";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74140;6244-RET-02;Sockenwolle Liverpool, Einzelfarbe;kg;10;10.00;10.00;NULL;1;13;99;"          6244-RET-02";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75315;6439-04;Dolce Alpaca degradé;kg;10;10.00;5.00;4036014340937;1;15;99;"              6439-04";51091090;NULL;1;NULL;2131;6439-;Dolce Alpaca degradé;Farbe;04;tannengrün-graugrün-wollweiß;Pulskin Rundknäuel
75316;6439-05;Dolce Alpaca degradé;kg;10;10.00;5.00;4036014340968;1;15;99;"              6439-05";51091090;NULL;1;NULL;2131;6439-;Dolce Alpaca degradé;Farbe;05;magenta-rose-wollweiß;Pulskin Rundknäuel
75317;6439-06;Dolce Alpaca degradé;kg;10;10.00;5.00;4036014340999;1;15;99;"              6439-06";51091090;NULL;1;NULL;2131;6439-;Dolce Alpaca degradé;Farbe;06;mauve-flieder-wollweiß;Pulskin Rundknäuel
75318;6439-07;Dolce Alpaca degradé;kg;10;10.00;5.00;4036014341026;1;15;99;"              6439-07";51091090;NULL;1;NULL;2131;6439-;Dolce Alpaca degradé;Farbe;07;tannengrün-graugrün-walnuss;Pulskin Rundknäuel
75319;6439-08;Dolce Alpaca degradé;kg;10;10.00;5.00;4036014341057;1;15;99;"              6439-08";51091090;NULL;1;NULL;2131;6439-;Dolce Alpaca degradé;Farbe;08;schwarz-dunkelblau-tintenblau;Pulskin Rundknäuel
75320;6439-09;Dolce Alpaca degradé;kg;10;10.00;5.00;4036014341088;1;15;99;"              6439-09";51091090;NULL;1;NULL;2131;6439-;Dolce Alpaca degradé;Farbe;09;schwarz-graubraun-ocker;Pulskin Rundknäuel
75321;6439-10;Dolce Alpaca degradé;kg;10;10.00;5.00;4036014341118;1;15;99;"              6439-10";51091090;NULL;1;NULL;2131;6439-;Dolce Alpaca degradé;Farbe;10;lehm-nougat-bordeaux;Pulskin Rundknäuel
75322;6388-RST-0;Colourflow, Einzelfarbe;kg;10;36.00;36.00;NULL;1;15;99;"           6388-RST-0";55112000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75323;6388-RST-02;Colourflow, Einzelfarbe;kg;10;36.00;36.00;NULL;1;15;99;"          6388-RST-02";55112000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75324;6388-RST-05;Colourflow, Einzelfarbe;kg;10;36.00;36.00;NULL;1;15;99;"          6388-RST-05";55112000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75325;6388-RST-06;Colourflow, Einzelfarbe;kg;10;36.00;36.00;NULL;1;15;99;"          6388-RST-06";55112000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75326;6388-RST-03;Colourflow, Einzelfarbe;kg;10;36.00;36.00;NULL;1;15;99;"          6388-RST-03";55112000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75327;6388-RST-04;Colourflow, Einzelfarbe;kg;10;36.00;36.00;NULL;1;15;99;"          6388-RST-04";55112000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
67644;1000-APDF-391-D;Anleitung PDF Funny color;Stück;1;1.00;1.00;4036014259987;NULL;4;99;"      1000-APDF-391-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-391-D;NULL;[leer]
67645;1000-APDF-392-D;Anleitung PDF Cotton Fun;Stück;1;1.00;1.00;4036014259994;NULL;4;99;"      1000-APDF-392-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-392-D;NULL;[leer]
67646;1000-APDF-393-D;Anleitung PDF Re-Cotton;Stück;1;1.00;1.00;4036014260006;NULL;4;99;"      1000-APDF-393-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-393-D;NULL;[leer]
67647;1000-APDF-394-D;Anleitung PDF Re-Cotton;Stück;1;1.00;1.00;4036014260013;NULL;4;99;"      1000-APDF-394-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-394-D;NULL;[leer]
67648;1000-APDF-395-D;Anleitung PDF Re-Cotton;Stück;1;1.00;1.00;4036014260020;NULL;4;99;"      1000-APDF-395-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-395-D;NULL;[leer]
67649;1000-APDF-396-D;Anleitung PDF Re-Cotton;Stück;1;1.00;1.00;4036014260037;NULL;4;99;"      1000-APDF-396-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-396-D;NULL;[leer]
67650;1000-APDF-397-D;Anleitung PDF Second Life;Stück;1;1.00;1.00;4036014260044;NULL;4;99;"      1000-APDF-397-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-397-D;NULL;[leer]
67651;6054-00;Lucky Soft, 6 Kg Sortiment;SORT;10;30.00;30.00;4036014260051;NULL;7;99;"              6054-00";55112000;200;6;NULL;1802;6054-00;Lucky Soft;Einzelartikel;00;NULL;Pulskin Rundknäuel
67711;6057-0;Hot Socks Sensitive;kg;10;10.00;10.00;NULL;1;15;99;"               6057-0";52079000;NULL;1;NULL;1805;6057-;Hot Socks Sensitive;Farbe;0;NULL;Längsknäuel
67713;6057-01;Hot Socks Sensitive;kg;10;10.00;10.00;4036014260655;1;15;99;"              6057-01";52079000;NULL;1;NULL;1805;6057-;Hot Socks Sensitive;Farbe;01;jeansblau-camel-violet;Längsknäuel
67714;6057-02;Hot Socks Sensitive;kg;10;10.00;10.00;4036014260686;1;15;99;"              6057-02";52079000;NULL;1;NULL;1805;6057-;Hot Socks Sensitive;Farbe;02;moosgrün-pflaume-beige;Längsknäuel
67715;6057-03;Hot Socks Sensitive;kg;10;10.00;10.00;4036014260716;1;15;99;"              6057-03";52079000;NULL;1;NULL;1805;6057-;Hot Socks Sensitive;Farbe;03;rosa-lila-mauve;Längsknäuel
67716;6057-04;Hot Socks Sensitive;kg;10;10.00;10.00;4036014260747;1;15;99;"              6057-04";52079000;NULL;1;NULL;1805;6057-;Hot Socks Sensitive;Farbe;04;kürbis-mandarine-kieselgrau;Längsknäuel
67717;6057-05;Hot Socks Sensitive;kg;10;10.00;10.00;4036014260778;1;15;99;"              6057-05";52079000;NULL;1;NULL;1805;6057-;Hot Socks Sensitive;Farbe;05;natur-kamel-wasserblau;Längsknäuel
75367;9807123-00;SMX Sportic Big 5x200g, 6 kg Sortiment;SORT;10;30.00;30.00;NULL;NULL;6;99;"           9807123-00";55111000;200;6;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75368;9807134-00;SMX Sportic, 12 kg Sortiment;SORT;10;30.00;30.00;NULL;NULL;6;99;"           9807134-00";55111000;400;12;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75369;11285-00;Regia 6-fach color, 6 kg Sortiment;SORT;10;40.00;40.00;NULL;NULL;6;99;"             11285-00";51099000;150;6;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75370;21270-00;Regia 4-fach Col DL Lofoten, 6 kg Sortiment;SORT;10;60.00;60.00;NULL;NULL;6;99;"             21270-00";51099000;100;6;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75371;11292-00;Regia 8-fach uni + melange, 6 kg Sortiment;SORT;10;40.00;40.00;NULL;NULL;6;99;"             11292-00";51099000;150;6;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75372;11270-00;Regia 4-fach A&C E1 Pairfect, 5 kg Sortiment;SORT;10;50.00;50.00;NULL;NULL;6;99;"             11270-00";51099000;100;5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75373;01281-00;Regia 4-fach Color, 6 kg Sortiment;SORT;10;120.00;120.00;NULL;NULL;6;99;"             01281-00";51099000;50;6;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75374;01264-00;Regia 6-fach Color, 6 kg Sortiment;SORT;10;40.00;40.00;NULL;NULL;6;99;"             01264-00";51099000;150;6;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75382;6434-0;"Sockenwolle 2-IN-1 ";kg;10;5.00;5.00;NULL;1;15;99;"               6434-0";51099000;NULL;1;NULL;2140;6434-;Sockenwolle 2-IN-1;Farbe;0;NULL;Pulskin Längsknäuel
75383;6434-01;"Sockenwolle 2-IN-1 ";kg;10;5.00;5.00;4036014341774;1;15;99;"              6434-01";51099000;NULL;1;NULL;2140;6434-;Sockenwolle 2-IN-1;Farbe;01;türkis-ozean-creme + jeans-hellblau-creme;Pulskin Längsknäuel
75384;6434-02;"Sockenwolle 2-IN-1 ";kg;10;5.00;5.00;4036014341804;1;15;99;"              6434-02";51099000;NULL;1;NULL;2140;6434-;Sockenwolle 2-IN-1;Farbe;02;kürbis-rot-petrol-creme + tanne-petrol-creme;Pulskin Längsknäuel
75385;6434-03;"Sockenwolle 2-IN-1 ";kg;10;5.00;5.00;4036014341835;1;15;99;"              6434-03";51099000;NULL;1;NULL;2140;6434-;Sockenwolle 2-IN-1;Farbe;03;orange-camel-creme + moos-kiwi-creme-schwarz;Pulskin Längsknäuel
67718;6057-06;Hot Socks Sensitive;kg;10;10.00;10.00;4036014260808;1;15;99;"              6057-06";52079000;NULL;1;NULL;1805;6057-;Hot Socks Sensitive;Farbe;06;petrol-blau-graubeige;Längsknäuel
67719;6057-07;Hot Socks Sensitive;kg;10;10.00;10.00;4036014260839;1;15;99;"              6057-07";52079000;NULL;1;NULL;1805;6057-;Hot Socks Sensitive;Farbe;07;grün-petrol-aubergine;Längsknäuel
67720;6057-08;Hot Socks Sensitive;kg;10;10.00;10.00;4036014260860;1;15;99;"              6057-08";52079000;NULL;1;NULL;1805;6057-;Hot Socks Sensitive;Farbe;08;schwarz-grau-beige;Längsknäuel
67733;1000-AF-207;Anleitungsfolder Cotton Quick Batik 2021 D,E,F;Stück;1;1.00;1.00;4036014261201;NULL;4;99;"          1000-AF-207";49119900;10;0;NULL;1756;1000-A;Anleitungen;Anleitung;AF-207;NULL;[leer]
67735;1000-AF-209;Anleitungsfolder Lisa Premium Color D,E,F;Stück;1;1.00;1.00;4036014261225;NULL;4;99;"          1000-AF-209";49119900;10;0;NULL;1756;1000-A;Anleitungen;Anleitung;AF-209;NULL;[leer]
67736;1000-AF-210;Anleitungsfolder Lolly Pop 2021 D,E,F;Stück;1;1.00;1.00;4036014261232;NULL;4;99;"          1000-AF-210";49119900;10;0;NULL;1756;1000-A;Anleitungen;Anleitung;AF-210;NULL;[leer]
67739;1000-AF-213;Anleitungsfolder Shetland 2021 D,E,F;Stück;1;1.00;1.00;4036014261263;NULL;4;99;"          1000-AF-213";49119900;10;0;NULL;1756;1000-A;Anleitungen;Anleitung;AF-213;NULL;[leer]
67740;1000-RA-09;Regalaufkleber 1 Neuausstattung magnetisch 1m;Stück;1;1.00;1.00;4036014261270;NULL;14;99;"           1000-RA-09";85051910;480;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
67741;1000-RA-10;Regalaufkleber 1 Neuausstattung magnetisch 1,25 m;Stück;1;1.00;1.00;4036014262949;NULL;14;99;"           1000-RA-10";85051910;620;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
67742;1000-APDF-398-D;Anleitung PDF Ecolana;Stück;1;1.00;1.00;4036014261324;NULL;4;99;"      1000-APDF-398-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-398-D;NULL;[leer]
67743;1000-APDF-331-F;Anleitung PDF Cotton Quick uni;Stück;1;1.00;1.00;4036014261331;NULL;4;99;"      1000-APDF-331-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-331-F;NULL;[leer]
67744;1000-APDF-103-F;Anleitung PDF Shetland;Stück;1;1.00;1.00;4036014261300;NULL;4;99;"      1000-APDF-103-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-103-F;NULL;[leer]
67745;1000-APDF-168-E;Anleitung PDF Baby Dream;Stück;1;1.00;1.00;4036014261287;NULL;4;99;"      1000-APDF-168-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-168-E;NULL;[leer]
67746;1000-APDF-399-D;Anleitung PDF Cotton Quick uni;Stück;1;1.00;1.00;4036014261294;NULL;4;99;"      1000-APDF-399-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-399-D;NULL;[leer]
71574;6675-2;Reißverschluss Jacken, 65 cm, marine;Stück;1;1.00;10.00;4036014308753;NULL;19;99;"               6675-2";96071100;0;0;NULL;2101;6675-;Reißverschluss Jacken, 65 cm;Farbe;2;marine;[leer]
71575;6675-3;Reißverschluss Jacken, 65 cm, grau;Stück;1;1.00;10.00;4036014308784;NULL;19;99;"               6675-3";96071100;0;0;NULL;2101;6675-;Reißverschluss Jacken, 65 cm;Farbe;3;grau;[leer]
71576;6676-1;Reißverschluss Jacken, 70 cm, schwarz;Stück;1;1.00;10.00;4036014308814;NULL;19;99;"               6676-1";96071100;0;0;NULL;2102;6676-;Reißverschluss Jacken, 70 cm;Farbe;1;schwarz;[leer]
71577;6676-2;Reißverschluss Jacken, 70 cm, marine;Stück;1;1.00;10.00;4036014308845;NULL;19;99;"               6676-2";96071100;0;0;NULL;2102;6676-;Reißverschluss Jacken, 70 cm;Farbe;2;marine;[leer]
71578;6676-3;Reißverschluss Jacken, 70 cm, grau;Stück;1;1.00;10.00;4036014308876;NULL;19;99;"               6676-3";96071100;0;0;NULL;2102;6676-;Reißverschluss Jacken, 70 cm;Farbe;3;grau;[leer]
71579;6677-1;Reißverschluss Jacken, 75 cm, schwarz;Stück;1;1.00;10.00;4036014308906;NULL;19;99;"               6677-1";96071100;0;0;NULL;2103;6677-;Reißverschluss Jacken, 75 cm;Farbe;1;schwarz;[leer]
71580;6677-2;Reißverschluss Jacken, 75 cm, marine;Stück;1;1.00;10.00;4036014308937;NULL;19;99;"               6677-2";96071100;0;0;NULL;2103;6677-;Reißverschluss Jacken, 75 cm;Farbe;2;marine;[leer]
71581;6677-3;Reißverschluss Jacken, 75 cm, grau;Stück;1;1.00;10.00;4036014308968;NULL;19;99;"               6677-3";96071100;0;0;NULL;2103;6677-;Reißverschluss Jacken, 75 cm;Farbe;3;grau;[leer]
71582;6678-1;Reißverschluss Jacken, 80 cm, schwarz;Stück;1;1.00;10.00;4036014308999;NULL;19;99;"               6678-1";96071100;0;0;NULL;2104;6678-;Reißverschluss Jacken, 80 cm;Farbe;1;schwarz;[leer]
71583;6678-2;Reißverschluss Jacken, 80 cm, marine;Stück;1;1.00;10.00;4036014309026;NULL;19;99;"               6678-2";96071100;0;0;NULL;2104;6678-;Reißverschluss Jacken, 80 cm;Farbe;2;marine;[leer]
71584;6678-3;Reißverschluss Jacken, 80 cm, grau;Stück;1;1.00;10.00;4036014309057;NULL;19;99;"               6678-3";96071100;0;0;NULL;2104;6678-;Reißverschluss Jacken, 80 cm;Farbe;3;grau;[leer]
71585;1299-4;Amigurumi Maritime;Stück;1;1.00;5.00;4036014309088;NULL;19;99;"               1299-4";52071000;120;0;NULL;1336;1299-;Amigurumi;Farbe;4;Maritime;Längsknäuel
71586;6308-0;Hot Socks Lugano, 8-fach;kg;10;6.66;5.00;NULL;1;7;99;"               6308-0";51099000;NULL;1;NULL;1915;6308-;Hot Socks Lugano, 8-fach;Farbe;0;NULL;Längsknäuel
74141;6244-RET-04;Sockenwolle Liverpool, Einzelfarbe;kg;10;10.00;10.00;NULL;1;13;99;"          6244-RET-04";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74142;6244-RET-05;Sockenwolle Liverpool, Einzelfarbe;kg;10;10.00;10.00;NULL;1;13;99;"          6244-RET-05";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74143;6244-RET-06;Sockenwolle Liverpool, Einzelfarbe;kg;10;10.00;10.00;NULL;1;13;99;"          6244-RET-06";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74144;7375;Piazza, Fischer Wolle;kg;10;20.00;20.00;4250855442173;1;11;99;"                 7375";52071000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74145;7376;Piazza, Fischer Wolle;kg;10;20.00;20.00;4250855442180;1;11;99;"                 7376";52071000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74146;7377;Piazza, Fischer Wolle;kg;10;20.00;20.00;4250855442197;1;11;99;"                 7377";52071000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74147;7378;Piazza, Fischer Wolle;kg;10;20.00;20.00;4250855442203;1;11;99;"                 7378";52071000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74154;1000-K-2025;Gründl Hauptkatalog 2025;Stück;1;1.00;1.00;4036014332987;NULL;4;99;"          1000-K-2025";49111010;700;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74155;1000-KEAN-2025;Gründl EAN Arbeitskatalog 2025;Stück;1;1.00;1.00;4036014332994;NULL;4;99;"       1000-KEAN-2025";49111010;700;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74166;1000-APDF-743-E;Anleitung PDF Piuma;Stück;1;1.00;1.00;4036014333014;NULL;4;99;"      1000-APDF-743-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-743-E;NULL;[leer]
74167;1000-APDF-743-F;Anleitung PDF Piuma;Stück;1;1.00;1.00;4036014333021;NULL;4;99;"      1000-APDF-743-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-743-F;NULL;[leer]
74168;1000-APDF-712-F;Anleitung PDF Camello;Stück;1;1.00;1.00;4036014333038;NULL;4;99;"      1000-APDF-712-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-712-F;NULL;[leer]
74169;1000-APDF-752-D;Anleitung PDF Colourflow;Stück;1;1.00;1.00;4036014333045;NULL;4;99;"      1000-APDF-752-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-752-D;NULL;[leer]
74170;1000-APDF-752-E;Anleitung PDF Colourflow;Stück;1;1.00;1.00;4036014333052;NULL;4;99;"      1000-APDF-752-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-752-E;NULL;[leer]
75339;6440-0;Bonito;kg;10;10.00;10.00;NULL;1;17;99;"               6440-0";55111000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75340;6440-01;Bonito;kg;10;10.00;10.00;4036014341149;1;17;99;"              6440-01";55111000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75341;6440-02;Bonito;kg;10;10.00;10.00;4036014341170;1;17;99;"              6440-02";55111000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75342;6440-03;Bonito;kg;10;10.00;10.00;4036014341200;1;17;99;"              6440-03";55111000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75343;6440-04;Bonito;kg;10;10.00;10.00;4036014341231;1;17;99;"              6440-04";55111000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75344;6440-05;Bonito;kg;10;10.00;10.00;4036014341262;1;17;99;"              6440-05";55111000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75345;6440-06;Bonito;kg;10;10.00;10.00;4036014341293;1;17;99;"              6440-06";55111000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75346;6441-0;Florita;kg;10;10.00;10.00;NULL;1;17;99;"               6441-0";55111000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75347;6441-01;Florita;kg;10;10.00;10.00;4036014341323;1;17;99;"              6441-01";55111000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75348;6441-02;Florita;kg;10;10.00;10.00;4036014341354;1;17;99;"              6441-02";55111000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75349;6441-03;Florita;kg;10;10.00;10.00;4036014341385;1;17;99;"              6441-03";55111000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75350;6442-0;Dolce;kg;10;10.00;10.00;NULL;1;17;99;"               6442-0";55111000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75351;6442-01;Dolce;kg;10;10.00;10.00;4036014341415;1;17;99;"              6442-01";55111000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75352;6442-02;Dolce;kg;10;10.00;10.00;4036014341446;1;17;99;"              6442-02";55111000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75353;6442-03;Dolce;kg;10;10.00;10.00;4036014341477;1;17;99;"              6442-03";55111000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
67747;1000-APDF-400-D;Anleitung PDF Cotton Quick uni;Stück;1;1.00;1.00;4036014261362;NULL;4;99;"      1000-APDF-400-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-400-D;NULL;[leer]
67748;1000-APDF-401-D;Anleitung PDF Cotton Quick uni;Stück;1;1.00;1.00;4036014261355;NULL;4;99;"      1000-APDF-401-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-401-D;NULL;[leer]
67749;1000-APDF-402-D;Anleitung PDF Cotton Quick uni;Stück;1;1.00;1.00;4036014261348;NULL;4;99;"      1000-APDF-402-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-402-D;NULL;[leer]
67750;1000-APDF-403-D;Anleitung PDF Hot Socks Simila;Stück;1;1.00;1.00;4036014261317;NULL;4;99;"      1000-APDF-403-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-403-D;NULL;[leer]
67832;1000-APDF-42-E;Anleitung PDF Filzwolle Funky;Stück;1;1.00;1.00;NULL;NULL;4;99;"       1000-APDF-42-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-42-E;NULL;[leer]
67833;1000-APDF-42-F;Anleitung PDF Filzwolle Funky;Stück;1;1.00;1.00;NULL;NULL;4;99;"       1000-APDF-42-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-42-F;NULL;[leer]
67834;1000-APDF-404-D;Anleitung PDF Flipsy;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-404-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-404-D;NULL;[leer]
67835;1000-APDF-405-D;Anleitung PDF Cotton Fun;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-405-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-405-D;NULL;[leer]
67836;1000-APDF-406-D;Anleitung PDF Cotton Fun;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-406-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-406-D;NULL;[leer]
67837;1000-APDF-407-D;Anleitung PDF Cotton Quick uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-407-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-407-D;NULL;[leer]
67838;1000-APDF-408-D;Anleitung PDF Filzwolle_Funky;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-408-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-408-D;NULL;[leer]
67839;1000-APDF-409-D;Anleitung PDF Lisa Premium uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-409-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-409-D;NULL;[leer]
67840;1000-APDF-410-D;Anleitung PDF Hot Socks Verona 4-fach;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-410-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-410-D;NULL;[leer]
67841;1000-APDF-411-D;Anleitung PDF Happy Tube;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-411-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-411-D;NULL;[leer]
67842;1000-APDF-412-D;Anleitung PDF Merino Pure;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-412-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-412-D;NULL;[leer]
67843;1000-APDF-413-D;Anleitung PDF Cotton Quick uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-413-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-413-D;NULL;[leer]
67844;1000-APDF-48-F;Anleitung PDF Sylt;Stück;1;1.00;1.00;NULL;NULL;4;99;"       1000-APDF-48-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-48-F;NULL;[leer]
67845;1000-APDF-388-E;Anleitung PDF Sylt;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-388-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-388-E;NULL;[leer]
67846;1000-APDF-388-F;Anleitung PDF Sylt;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-388-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-388-F;NULL;[leer]
67847;1000-APDF-389-E;Anleitung PDF Sylt;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-389-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-389-E;NULL;[leer]
67848;1000-APDF-389-F;Anleitung PDF Sylt;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-389-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-389-F;NULL;[leer]
67849;1000-APDF-390-E;Anleitung PDF Sylt;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-390-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-390-E;NULL;[leer]
