LfdArtNr;artnr1;abez1;me;basis_me;anz_basis;anz_ve;ean_me;kn_ja;wgrupnr;sort1;sort2;warennr;gewicht_gr;gewicht;sb_ja;KopfLfdNr;ArtNr;ArtBez;VarTyp;VarBez;VarFarbe;kn_art
67500;1000-APDF-311-E;Anleitung PDF Macramé;Stück;1;1.00;1.00;4036014258447;NULL;4;99;"      1000-APDF-311-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-311-E;NULL;[leer]
67516;1000-APDF-348-D;Anleitung PDF Merino Pure;Stück;1;1.00;1.00;4036014258560;NULL;4;99;"      1000-APDF-348-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-348-D;NULL;[leer]
67517;1000-APDF-349-D;Anleitung PDF Merino Pure;Stück;1;1.00;1.00;4036014258577;NULL;4;99;"      1000-APDF-349-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-349-D;NULL;[leer]
67518;1000-APDF-350-D;Anleitung PDF Merino Pure;Stück;1;1.00;1.00;4036014258584;NULL;4;99;"      1000-APDF-350-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-350-D;NULL;[leer]
67519;1000-APDF-351-D;Anleitung PDF Cotton Fun;Stück;1;1.00;1.00;4036014258591;NULL;4;99;"      1000-APDF-351-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-351-D;NULL;[leer]
67520;1000-APDF-352-D;Anleitung PDF Cotton Quick uni;Stück;1;1.00;1.00;4036014258607;NULL;4;99;"      1000-APDF-352-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-352-D;NULL;[leer]
67521;1000-APDF-353-D;Anleitung PDF Funny uni;Stück;1;1.00;1.00;4036014258614;NULL;4;99;"      1000-APDF-353-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-353-D;NULL;[leer]
67522;1000-APDF-354-D;Anleitung PDF Cotton Fun;Stück;1;1.00;1.00;4036014258621;NULL;4;99;"      1000-APDF-354-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-354-D;NULL;[leer]
67523;1000-APDF-354-E;Anleitung PDF Cotton Fun;Stück;1;1.00;1.00;4036014258638;NULL;4;99;"      1000-APDF-354-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-354-E;NULL;[leer]
67524;1000-APDF-354-F;Anleitung PDF Cotton Fun;Stück;1;1.00;1.00;4036014258645;NULL;4;99;"      1000-APDF-354-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-354-F;NULL;[leer]
67525;1000-APDF-355-D;Anleitung PDF Cotton Fun;Stück;1;1.00;1.00;4036014258652;NULL;4;99;"      1000-APDF-355-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-355-D;NULL;[leer]
67526;1000-APDF-355-E;Anleitung PDF Cotton Fun;Stück;1;1.00;1.00;4036014258669;NULL;4;99;"      1000-APDF-355-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-355-E;NULL;[leer]
67527;1000-APDF-355-F;Anleitung PDF Cotton Fun;Stück;1;1.00;1.00;4036014258676;NULL;4;99;"      1000-APDF-355-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-355-F;NULL;[leer]
67542;1000-AF-206;Anleitungsfolder Filzwolle uni/color 2021 D,E,F;Stück;1;1.00;1.00;4036014258829;NULL;4;99;"          1000-AF-206";49119900;10;0;NULL;1756;1000-A;Anleitungen;Anleitung;AF-206;NULL;[leer]
74084;1000-T-45;Topschild Raffinessa;Stück;1;1.00;1.00;4036014331584;NULL;14;99;"            1000-T-45";48239040;200;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74085;1000-T-46;Topschild Frühjahrsgarn;Stück;1;1.00;1.00;4036014331591;NULL;14;99;"            1000-T-46";48239040;200;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74090;6413-0;Shiny;kg;10;10.00;10.00;NULL;1;17;99;"               6413-0";55111000;NULL;1;NULL;2123;6413-;Shiny;Farbe;0;NULL;Längsknäuel
74091;6413-01;Shiny;kg;10;10.00;10.00;4036014331751;1;17;99;"              6413-01";55111000;NULL;1;NULL;2123;6413-;Shiny;Farbe;01;Pink-gold;Längsknäuel
74092;6413-02;Shiny;kg;10;10.00;10.00;4036014331782;1;17;99;"              6413-02";55111000;NULL;1;NULL;2123;6413-;Shiny;Farbe;02;Blue-silver;Längsknäuel
74093;6413-03;Shiny;kg;10;10.00;10.00;4036014331812;1;17;99;"              6413-03";55111000;NULL;1;NULL;2123;6413-;Shiny;Farbe;03;Green - silver;Längsknäuel
74097;6415-0;Castillo Shine;kg;10;10.00;10.00;NULL;1;17;99;"               6415-0";55111000;NULL;1;NULL;2125;6415-;Castillo Shine;Farbe;0;NULL;Längsknäuel
74098;6415-01;Castillo Shine;kg;10;10.00;10.00;4036014331966;1;17;99;"              6415-01";55111000;NULL;1;NULL;2125;6415-;Castillo Shine;Farbe;01;pink;Längsknäuel
74099;6419-0;Castillo;kg;10;10.00;10.00;NULL;1;17;99;"               6419-0";55111000;NULL;1;NULL;2126;6419-;Castillo;Farbe;0;NULL;Längsknäuel
74100;6419-01;Castillo;kg;10;10.00;10.00;4036014332024;1;17;99;"              6419-01";55111000;NULL;1;NULL;2126;6419-;Castillo;Farbe;01;Dark blue;Längsknäuel
74102;6417-408;Sockenwolle Lana;kg;10;20.00;10.00;4036014332086;1;17;99;"             6417-408";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74103;6417-104;Sockenwolle Lana;kg;10;20.00;10.00;4036014332116;1;17;99;"             6417-104";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74104;6417-105;Sockenwolle Lana;kg;10;20.00;10.00;4036014332147;1;17;99;"             6417-105";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74105;6417-106;Sockenwolle Lana;kg;10;20.00;10.00;4036014332178;1;17;99;"             6417-106";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
67546;1000-APDF-356-D;Anleitung PDF Filzwolle Funky;Stück;1;1.00;1.00;4036014258843;NULL;4;99;"      1000-APDF-356-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-356-D;NULL;[leer]
67547;1000-APDF-357-D;Anleitung PDF Cotton Quick uni;Stück;1;1.00;1.00;4036014258850;NULL;4;99;"      1000-APDF-357-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-357-D;NULL;[leer]
67548;1000-APDF-358-D;Anleitung PDF Pastello;Stück;1;1.00;1.00;4036014258867;NULL;4;99;"      1000-APDF-358-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-358-D;NULL;[leer]
67549;1000-APDF-359-D;Anleitung PDF Second Life;Stück;1;1.00;1.00;4036014258874;NULL;4;99;"      1000-APDF-359-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-359-D;NULL;[leer]
67550;1000-APDF-360-D;Anleitung PDF Second Life;Stück;1;1.00;1.00;4036014258881;NULL;4;99;"      1000-APDF-360-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-360-D;NULL;[leer]
67551;1000-APDF-361-D;Anleitung PDF Cotton Quick uni;Stück;1;1.00;1.00;4036014258898;NULL;4;99;"      1000-APDF-361-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-361-D;NULL;[leer]
67552;1000-APDF-362-D;Anleitung PDF Color Mix;Stück;1;1.00;1.00;4036014258904;NULL;4;99;"      1000-APDF-362-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-362-D;NULL;[leer]
67553;1000-APDF-309-E;Anleitung PDF Macramé;Stück;1;1.00;1.00;4036014258911;NULL;4;99;"      1000-APDF-309-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-309-E;NULL;[leer]
67554;1000-APDF-309-F;Anleitung PDF Macramé;Stück;1;1.00;1.00;4036014258928;NULL;4;99;"      1000-APDF-309-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-309-F;NULL;[leer]
67555;1000-APDF-165-E;Anleitung PDF Mohana;Stück;1;1.00;1.00;4036014258935;NULL;4;99;"      1000-APDF-165-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-165-E;NULL;[leer]
67556;1000-APDF-166-E;Anleitung PDF Mohana;Stück;1;1.00;1.00;4036014258942;NULL;4;99;"      1000-APDF-166-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-166-E;NULL;[leer]
67590;1000-MFL-03;Doppelwollturm/bestückt 800 Knäuel 50g MFL;Stück;10;800.00;800.00;NULL;NULL;17;99;"          1000-MFL-03";55111000;50000;50;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
67591;1000-MFL-04;Doppelwollturm/bestückt 400 Knäuel 100g MFL;Stück;10;400.00;400.00;NULL;NULL;17;99;"          1000-MFL-04";55111000;50000;50;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
67596;1000-APDF-363-D;Anleitung PDF Merino Pure;Stück;1;1.00;1.00;4036014261416;NULL;4;99;"      1000-APDF-363-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-363-D;NULL;[leer]
71548;6664-350;Jackenstricknadeln Premium, 3,5 mm, 30 cm;Stück;1;1.00;10.00;4036014307978;NULL;16;99;"             6664-350";76169910;0;0;NULL;2090;6664-;Jackenstricknadeln Premium, 30 cm;Stärke;350;NULL;[leer]
71549;6664-400;Jackenstricknadeln Premium, 4,0 mm, 30 cm;Stück;1;1.00;10.00;4036014308005;NULL;16;99;"             6664-400";76169910;0;0;NULL;2090;6664-;Jackenstricknadeln Premium, 30 cm;Stärke;400;NULL;[leer]
71550;6669-1;Reißverschluss Hose und Rock, 10 cm, schwarz;Stück;1;1.00;10.00;4036014308036;NULL;19;99;"               6669-1";96071100;0;0;NULL;2095;6669-;Reißverschluss Hose und Rock, 10 cm;Farbe;1;schwarz;[leer]
71551;6669-2;Reißverschluss Hose und Rock, 10 cm, marine;Stück;1;1.00;10.00;4036014308067;NULL;19;99;"               6669-2";96071100;0;0;NULL;2095;6669-;Reißverschluss Hose und Rock, 10 cm;Farbe;2;marine;[leer]
71552;6669-3;Reißverschluss Hose und Rock, 10 cm, jeans;Stück;1;1.00;10.00;4036014308098;NULL;19;99;"               6669-3";96071100;0;0;NULL;2095;6669-;Reißverschluss Hose und Rock, 10 cm;Farbe;3;jeans;[leer]
71553;6669-4;Reißverschluss Hose und Rock, 10 cm, grau;Stück;1;1.00;10.00;4036014308128;NULL;19;99;"               6669-4";96071100;0;0;NULL;2095;6669-;Reißverschluss Hose und Rock, 10 cm;Farbe;4;grau;[leer]
71554;6670-1;Reißverschluss Hose und Rock, 12 cm, schwarz;Stück;1;1.00;10.00;4036014308159;NULL;19;99;"               6670-1";96071100;0;0;NULL;2096;6670-;Reißverschluss Hose und Rock, 12 cm;Farbe;1;schwarz;[leer]
71555;6670-2;Reißverschluss Hose und Rock, 12 cm, marine;Stück;1;1.00;10.00;4036014308180;NULL;19;99;"               6670-2";96071100;0;0;NULL;2096;6670-;Reißverschluss Hose und Rock, 12 cm;Farbe;2;marine;[leer]
71556;6670-3;Reißverschluss Hose und Rock, 12 cm, jeans;Stück;1;1.00;10.00;4036014308210;NULL;19;99;"               6670-3";96071100;0;0;NULL;2096;6670-;Reißverschluss Hose und Rock, 12 cm;Farbe;3;jeans;[leer]
71557;6670-4;Reißverschluss Hose und Rock, 12 cm, grau;Stück;1;1.00;10.00;4036014308241;NULL;19;99;"               6670-4";96071100;0;0;NULL;2096;6670-;Reißverschluss Hose und Rock, 12 cm;Farbe;4;grau;[leer]
71558;6671-1;Reißverschluss Hose und Rock, 14 cm, schwarz;Stück;1;1.00;10.00;4036014308272;NULL;19;99;"               6671-1";96071100;0;0;NULL;2097;6671-;Reißverschluss Hose und Rock, 14 cm;Farbe;1;schwarz;[leer]
71559;6671-2;Reißverschluss Hose und Rock, 14 cm, marine;Stück;1;1.00;10.00;4036014308302;NULL;19;99;"               6671-2";96071100;0;0;NULL;2097;6671-;Reißverschluss Hose und Rock, 14 cm;Farbe;2;marine;[leer]
71560;6671-3;Reißverschluss Hose und Rock, 14 cm, jeans;Stück;1;1.00;10.00;4036014308333;NULL;19;99;"               6671-3";96071100;0;0;NULL;2097;6671-;Reißverschluss Hose und Rock, 14 cm;Farbe;3;jeans;[leer]
67597;1000-APDF-364-D;Anleitung PDF Merino Pure;Stück;1;1.00;1.00;4036014261423;NULL;4;99;"      1000-APDF-364-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-364-D;NULL;[leer]
67598;1000-APDF-365-D;Anleitung PDF Shetland;Stück;1;1.00;1.00;4036014261430;NULL;4;99;"      1000-APDF-365-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-365-D;NULL;[leer]
67599;1000-APDF-366-D;Anleitung PDF Baby Cotton;Stück;1;1.00;1.00;4036014261447;NULL;4;99;"      1000-APDF-366-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-366-D;NULL;[leer]
67600;1000-APDF-367-D;Anleitung PDF Classico;Stück;1;1.00;1.00;4036014261454;NULL;4;99;"      1000-APDF-367-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-367-D;NULL;[leer]
67601;1000-APDF-368-D;Anleitung PDF Cotton Quick print;Stück;1;1.00;1.00;4036014261461;NULL;4;99;"      1000-APDF-368-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-368-D;NULL;[leer]
67602;1000-APDF-369-D;Anleitung PDF Eco Cotton;Stück;1;1.00;1.00;4036014261478;NULL;4;99;"      1000-APDF-369-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-369-D;NULL;[leer]
67603;1000-APDF-370-D;Anleitung PDF Ecolana;Stück;1;1.00;1.00;4036014261485;NULL;4;99;"      1000-APDF-370-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-370-D;NULL;[leer]
67604;1000-APDF-371-D;Anleitung PDF Ecolana;Stück;1;1.00;1.00;4036014261492;NULL;4;99;"      1000-APDF-371-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-371-D;NULL;[leer]
67605;1000-APDF-372-D;Anleitung PDF Ecolana;Stück;1;1.00;1.00;4036014261508;NULL;4;99;"      1000-APDF-372-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-372-D;NULL;[leer]
67606;1000-APDF-373-D;Anleitung PDF Eco Socks Life uni;Stück;1;1.00;1.00;4036014261515;NULL;4;99;"      1000-APDF-373-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-373-D;NULL;[leer]
67607;1000-APDF-374-D;Anleitung PDF Flipsy;Stück;1;1.00;1.00;4036014261522;NULL;4;99;"      1000-APDF-374-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-374-D;NULL;[leer]
67608;1000-APDF-375-D;Anleitung PDF Funny uni;Stück;1;1.00;1.00;4036014261539;NULL;4;99;"      1000-APDF-375-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-375-D;NULL;[leer]
67609;1000-APDF-376-D;Anleitung PDF Hot Socks Malcesine 4-fach;Stück;1;1.00;1.00;4036014261546;NULL;4;99;"      1000-APDF-376-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-376-D;NULL;[leer]
67610;1000-APDF-377-D;Anleitung PDF Jingle Ball;Stück;1;1.00;1.00;4036014261553;NULL;4;99;"      1000-APDF-377-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-377-D;NULL;[leer]
67611;1000-APDF-378-D;Anleitung PDF King Cotton;Stück;1;1.00;1.00;4036014261560;NULL;4;99;"      1000-APDF-378-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-378-D;NULL;[leer]
74106;6417-107;Sockenwolle Lana;kg;10;20.00;10.00;4036014332208;1;17;99;"             6417-107";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74107;6417-174;Sockenwolle Lana;kg;10;20.00;10.00;4036014332239;1;17;99;"             6417-174";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74108;6417-108;Sockenwolle Lana;kg;10;20.00;10.00;4036014332260;1;17;99;"             6417-108";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74109;6417-110;Sockenwolle Lana;kg;10;20.00;10.00;4036014332291;1;17;99;"             6417-110";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74110;6417-114;Sockenwolle Lana;kg;10;20.00;10.00;4036014332321;1;17;99;"             6417-114";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74111;6418-401;Sockenwolle Lana print;kg;10;20.00;10.00;4036014332352;1;17;99;"             6418-401";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74112;6418-403;Sockenwolle Lana print;kg;10;20.00;10.00;4036014332383;1;17;99;"             6418-403";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74113;6418-407;Sockenwolle Lana print;kg;10;20.00;10.00;4036014332413;1;17;99;"             6418-407";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74114;6418-204;Sockenwolle Lana print;kg;10;20.00;10.00;4036014332444;1;17;99;"             6418-204";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74115;6417-205;Sockenwolle Lana;kg;10;20.00;10.00;4036014332475;1;17;99;"             6417-205";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74116;6418-206;Sockenwolle Lana print;kg;10;20.00;10.00;4036014332505;1;17;99;"             6418-206";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74118;6418-103;Sockenwolle Lana print;kg;10;20.00;10.00;4036014332567;1;17;99;"             6418-103";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74119;6418-107;Sockenwolle Lana print;kg;10;20.00;10.00;4036014332598;1;17;99;"             6418-107";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
67612;1000-APDF-379-D;Anleitung PDF Lisa Premium Jeans;Stück;1;1.00;1.00;4036014261577;NULL;4;99;"      1000-APDF-379-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-379-D;NULL;[leer]
67613;1000-APDF-380-D;Anleitung PDF Lisa Premium Jeans;Stück;1;1.00;1.00;4036014261584;NULL;4;99;"      1000-APDF-380-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-380-D;NULL;[leer]
67614;1000-APDF-381-D;Anleitung PDF Living;Stück;1;1.00;1.00;4036014261591;NULL;4;99;"      1000-APDF-381-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-381-D;NULL;[leer]
67615;1000-APDF-382-D;Anleitung PDF Natura;Stück;1;1.00;1.00;4036014261607;NULL;4;99;"      1000-APDF-382-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-382-D;NULL;[leer]
67616;1000-APDF-383-D;Anleitung PDF Pacific Lace;Stück;1;1.00;1.00;4036014261614;NULL;4;99;"      1000-APDF-383-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-383-D;NULL;[leer]
67617;1000-APDF-384-D;Anleitung PDF Pretty;Stück;1;1.00;1.00;4036014261621;NULL;4;99;"      1000-APDF-384-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-384-D;NULL;[leer]
67618;1000-APDF-385-D;Anleitung PDF Second Life;Stück;1;1.00;1.00;4036014261638;NULL;4;99;"      1000-APDF-385-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-385-D;NULL;[leer]
67619;1000-APDF-386-D;Anleitung PDF Second Life;Stück;1;1.00;1.00;4036014261645;NULL;4;99;"      1000-APDF-386-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-386-D;NULL;[leer]
67620;1000-APDF-387-D;Anleitung PDF Big Colour Twist;Stück;1;1.00;1.00;4036014261652;NULL;4;99;"      1000-APDF-387-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-387-D;NULL;[leer]
67621;1000-APDF-388-D;Anleitung PDF Sylt;Stück;1;1.00;1.00;4036014261669;NULL;4;99;"      1000-APDF-388-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-388-D;NULL;[leer]
67622;1000-APDF-389-D;Anleitung PDF Sylt;Stück;1;1.00;1.00;4036014261676;NULL;4;99;"      1000-APDF-389-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-389-D;NULL;[leer]
67623;1000-APDF-390-D;Anleitung PDF Sylt;Stück;1;1.00;1.00;4036014261683;NULL;4;99;"      1000-APDF-390-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-390-D;NULL;[leer]
67624;3442-28;Funny uni;kg;10;10.00;10.00;4036014259673;1;15;99;"              3442-28";56060099;NULL;1;NULL;1332;3442-;Funny uni;Farbe;28;zuckerwatte;Längsknäuel
67625;3442-29;Funny uni;kg;10;10.00;10.00;4036014259703;1;15;99;"              3442-29";56060099;NULL;1;NULL;1332;3442-;Funny uni;Farbe;29;safran;Längsknäuel
67639;6051-00;Calore, 4,8 Kg Sortiment;SORT;10;24.00;24.00;4036014259918;NULL;7;99;"              6051-00";55112000;200;5;NULL;1799;6051-00;Calore;Einzelartikel;00;NULL;Kuchenknäuel
71561;6671-4;Reißverschluss Hose und Rock, 14 cm, grau;Stück;1;1.00;10.00;4036014308364;NULL;19;99;"               6671-4";96071100;0;0;NULL;2097;6671-;Reißverschluss Hose und Rock, 14 cm;Farbe;4;grau;[leer]
71562;6672-1;Reißverschluss Hose und Rock, 16 cm, schwarz;Stück;1;1.00;10.00;4036014308395;NULL;19;99;"               6672-1";96071100;0;0;NULL;2098;6672-;Reißverschluss Hose und Rock, 16cm;Farbe;1;schwarz;[leer]
71563;6672-2;Reißverschluss Hose und Rock, 16 cm, marine;Stück;1;1.00;10.00;4036014308425;NULL;19;99;"               6672-2";96071100;0;0;NULL;2098;6672-;Reißverschluss Hose und Rock, 16cm;Farbe;2;marine;[leer]
71564;6672-3;Reißverschluss Hose und Rock, 16 cm, jeans;Stück;1;1.00;10.00;4036014308456;NULL;19;99;"               6672-3";96071100;0;0;NULL;2098;6672-;Reißverschluss Hose und Rock, 16cm;Farbe;3;jeans;[leer]
71565;6672-4;Reißverschluss Hose und Rock, 16 cm, grau;Stück;1;1.00;10.00;4036014308487;NULL;19;99;"               6672-4";96071100;0;0;NULL;2098;6672-;Reißverschluss Hose und Rock, 16cm;Farbe;4;grau;[leer]
71566;6673-1;Reißverschluss Hose und Rock, 18 cm, schwarz;Stück;1;1.00;10.00;4036014308517;NULL;19;99;"               6673-1";96071100;0;0;NULL;2099;6673-;Reißverschluss Hose und Rock, 18 cm;Farbe;1;schwarz;[leer]
71567;6673-2;Reißverschluss Hose und Rock, 18 cm, marine;Stück;1;1.00;10.00;4036014308548;NULL;19;99;"               6673-2";96071100;0;0;NULL;2099;6673-;Reißverschluss Hose und Rock, 18 cm;Farbe;2;marine;[leer]
71568;6673-3;Reißverschluss Hose und Rock, 18 cm, jeans;Stück;1;1.00;10.00;4036014308579;NULL;19;99;"               6673-3";96071100;0;0;NULL;2099;6673-;Reißverschluss Hose und Rock, 18 cm;Farbe;3;jeans;[leer]
71569;6673-4;Reißverschluss Hose und Rock, 18 cm, grau;Stück;1;1.00;10.00;4036014308609;NULL;19;99;"               6673-4";96071100;0;0;NULL;2099;6673-;Reißverschluss Hose und Rock, 18 cm;Farbe;4;grau;[leer]
71570;6674-1;Reißverschluss Jacken, 60 cm, schwarz;Stück;1;1.00;10.00;4036014308630;NULL;19;99;"               6674-1";96071100;0;0;NULL;2100;6674-;Reißverschluss Jacken, 60 cm;Farbe;1;schwarz;[leer]
71571;6674-2;Reißverschluss Jacken, 60 cm, marine;Stück;1;1.00;10.00;4036014308661;NULL;19;99;"               6674-2";96071100;0;0;NULL;2100;6674-;Reißverschluss Jacken, 60 cm;Farbe;2;marine;[leer]
71572;6674-3;Reißverschluss Jacken, 60 cm, grau;Stück;1;1.00;10.00;4036014308692;NULL;19;99;"               6674-3";96071100;0;0;NULL;2100;6674-;Reißverschluss Jacken, 60 cm;Farbe;3;grau;[leer]
71573;6675-1;Reißverschluss Jacken, 65 cm, schwarz;Stück;1;1.00;10.00;4036014308722;NULL;19;99;"               6675-1";96071100;0;0;NULL;2101;6675-;Reißverschluss Jacken, 65 cm;Farbe;1;schwarz;[leer]
74120;6418-109;Sockenwolle Lana print;kg;10;20.00;10.00;4036014332628;1;17;99;"             6418-109";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74121;6418-111;Sockenwolle Lana print;kg;10;20.00;10.00;4036014332659;1;17;99;"             6418-111";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74122;6418-113;Sockenwolle Lana print;kg;10;20.00;10.00;4036014332680;1;17;99;"             6418-113";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74123;6417-0;Sockenwolle Lana;kg;10;20.00;10.00;NULL;1;17;99;"               6417-0";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74124;6418-0;Sockenwolle Lana print;kg;10;20.00;10.00;NULL;1;17;99;"               6418-0";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74126;6243-RET-0;Sockenwolle Manchester, Einzelfarbe;kg;10;10.00;10.00;NULL;1;13;99;"           6243-RET-0";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74127;6243-RET-01;Sockenwolle Manchester, Einzelfarbe;kg;10;10.00;10.00;NULL;1;13;99;"          6243-RET-01";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74128;6243-RET-02;Sockenwolle Manchester, Einzelfarbe;kg;10;10.00;10.00;NULL;1;13;99;"          6243-RET-02";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74129;6243-RET-03;Sockenwolle Manchester, Einzelfarbe;kg;10;10.00;10.00;NULL;1;13;99;"          6243-RET-03";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
